source,source_url,retrieved_at,keep_numeric_id,project_id,project_acronym,project_name,programme,programming_period,status,start_date,end_date,lead_partner_name,lead_partner_country,partner_count,themes,project_summary_excerpt,outputs_excerpt
keep.eu,https://keep.eu/projects/19357/,2026-06-01T04:42:57.066Z,19357,19357,ATLANTIC-KET-MED,Establishment of an advanced pilot production ecosystem for future biomedical products,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-11-01,2020-10-31,National University of Ireland Galway,Ireland,7,Innovation capacity and awareness-raising | SME and entrepreneurship,"Currently there is no biomaterials pilot manufacturing ecosystem for translating concepts from the research-bench to pilot production readily accessible for SMEs + micro-enterprises within the Atlantic Area.
The objective of Atlantic-Ket-Med is to create new innovation capacity...",
keep.eu,https://keep.eu/projects/19356/,2026-06-01T04:42:57.066Z,19356,19356,@BluePortS,"Services Atlantic blue ports: constant discharge of water in ports, not at sea",2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-09-01,2020-04-29,Chambre de commerce et d'industrie de Brest,France,14,Water management | Coastal management and maritime issues,"As pillar of MARPOL, the EU Port Reception Facility (PRF) directive obliges ports providing adequate PRF, ships delivering waste in the port and recommends a cost recovery system (CRS) as an incentives. IMO has also developed a PRF database, a user service. The IMO Ballast Water...",
keep.eu,https://keep.eu/projects/19355/,2026-06-01T04:42:57.066Z,19355,19355,IN 4.0,Adaptation of the Industry 4.0 model to the shipbuilding sector,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-09-01,2020-08-30,Diputacion Provincial de Pontevedra,Spain,10,SME and entrepreneurship | Knowledge and technology transfer,"The naval sector occupies a central position in the growth of the economy, being deeply rooted in the Atlantic Area countries and presenting a common problem: the urgency of getting contracts in a very competitive market, mainly caused by very low labour costs in European countr...",
keep.eu,https://keep.eu/projects/19353/,2026-06-01T04:42:57.066Z,19353,19353,SAFER,Smart Atlantic seafood clusters,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-10-02,2020-09-30,European Regions Network for the Application of Communications Technology,Ireland,9,Innovation capacity and awareness-raising | Clustering and economic cooperation | Agriculture and fisheries and forestry,The Safer project aims to improve the innovation performance of the seafood sector by increasing technology adoption and transnational cooperation giving response to the challenges faced by this sector identified with high-potential for the smart growth of the Atlantic regions p...,
keep.eu,https://keep.eu/projects/27351/,2026-06-01T04:42:57.066Z,27351,27351,FishMPABlue2 PLUS,Transferring FishMPABlue2 approach to sustainably manage Small Scale Fisheries in Mediterranean MPAs,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Fédération Italienne des Parcs et des Réserves Naturelles,Italy,6,"Governance, partnership | Agriculture and fisheries and forestry","FishMPABlue2 was a successful project: 11 pilot MPAs from 6 Med countries succeeded in testing 13 actual governance and management-related measures for improving socio-economic-environmental sustainability of the Small-Scale Fisheries within and around an MPA, and actual impacts...",
keep.eu,https://keep.eu/projects/27350/,2026-06-01T04:42:57.066Z,27350,27350,AMAre PLUS,Action for Marine Protected Areas PLUS,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,National Inter-University Consortium for Marine Sciences,Italy,6,Coastal management and maritime issues | Regional planning and development,"Marine Protected Areas (MPAs) are crucial for the conservation of the Mediterranean Sea, since, when efficiently enforced, they protect biodiversity and regulate human activities. However, in many MPAs, baseline knowledge on biodiversity status is still lacking, monitoring is no...",
keep.eu,https://keep.eu/projects/27349/,2026-06-01T04:42:57.066Z,27349,27349,BlueMed PLUS,Capitalization by transferring to new Med territories the BlueMed multidisciplinary model for sustainable and responsible coastal tourism development,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Università della Calabria - DIMEG,Italy,6,Innovation capacity and awareness-raising | Clustering and economic cooperation,"BlueMed PLUS builds on the perspective of capitalizing on relevant experiences, outputs, and results of the BlueMed project. In doing so it takes advantage of one of the main outputs of BlueMed – the Roadmap and Action Plan for taking up its multidisciplinary model, which distil...",
keep.eu,https://keep.eu/projects/27348/,2026-06-01T04:42:57.066Z,27348,27348,ConsumeLess Plus,A model 4 resilient destinations toward tourism recovery: Less is more,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Agenzijia dwar l-Energija u l-Ilma,Malta,6,Sustainable management of natural resources | Tourism,"The Covid-19 pandemic has represented a critical blow for the tourism: the sector is severely affected by an unprecedented crisis pushing over social and financial structures. The impact is being felt within the entire tourism system, then solely a joined-up approach at transnat...",
keep.eu,https://keep.eu/projects/27347/,2026-06-01T04:42:57.066Z,27347,27347,IMPULSE PLUS,Reaching new territories in the use of Integrated Management Support tools for Energy efficiency in Mediterranean PUblic buiLdings,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,"Instituto Valenciano de la Edificación, Fundación de la Comunidad Valenciana",Spain,6,Construction and renovation | Energy efficiency,reIMPULSE will effectively transfer to new regions and cities the main outputs developed during the previous MED project IMPULSE. This includes the provision of support tools for the development of gradual renovation plans and financial planning for cost-optimal solutions for pu...,
keep.eu,https://keep.eu/projects/27346/,2026-06-01T04:42:57.066Z,27346,27346,COMPOSE PLUS,Rural Communities engaged with positive energy PLUS,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,Kmetijsko gozdarska zbornica Slovenije – Kmetijsko gozdarski zavod Maribor,Slovenia,12,Rural and peripheral development | Energy efficiency,"COMPOSE PLUS project will capitalise on the successful development of a sustainable development planning tool, the COMPOSE tool, demonstrating its practical use value in development planning, supporting policymakers and development planners to mature projects towards the clean e...",
keep.eu,https://keep.eu/projects/27345/,2026-06-01T04:42:57.066Z,27345,27345,LOCAL4GREEN PLUS,LOCAL Fiscal Policies for GREEN Energy Mainstreaming,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,Federación Valenciana de Municipios y Provincias,Spain,6,Renewable energy,"The project will capitalize the deliverable “International Handbook on Green Local Fiscal Policy” of the project LOCAL4GREEN. Such deliverable describes a set of fiscal policies that can be implemented at local level to promote the renewable energy sources (RES), tackling the ch...",
keep.eu,https://keep.eu/projects/27344/,2026-06-01T04:42:57.066Z,27344,27344,PRISMI PLUS,Transferring a toolkit for RES Integration in Smart Mediterranean Islands and rural areas,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,"Università degli Studi di Roma ""La Sapienza"" - PDTA Department",Italy,7,Coastal management and maritime issues | Renewable energy,"Islands and rural areas decision-makers generally find difficulties in planning the transition to low-carbon energy systems for many reasons, such as lack of knowledge and data. TRISMI aims at tackling this challenge by transferring the PRISMI decision-making tool for increasing...",
keep.eu,https://keep.eu/projects/27343/,2026-06-01T04:42:57.066Z,27343,27343,PrioritEE PLUS,Transferring the PrioritEE Decision Support Tool to public authorities in the MED area,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,Conseil National de Recherches - Institut des méthodologies pour l'analyse environnementale,Italy,6,Construction and renovation | Energy efficiency,"Public Buildings (PBs) represent 10% of the overall building stock, due to their specificities they consume large amounts of energy with associated GHGs emissions. Although PBs’ renovation is strategic to achieve a carbon free economy as foreseen by the EU Green Deal, this is ha...",
keep.eu,https://keep.eu/projects/25083/,2026-06-01T04:42:57.066Z,25083,25083,BLUE BIO MED,Mediterranean Innovation Alliance for sustainable blue economy,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2020-09-01,2022-09-30,ART-ER - S. CONS P.A,Italy,11,Innovation capacity and awareness-raising | Clustering and economic cooperation,The BLUEBIOMED strategic project promotes the transformation of Mediterranean blue bioeconomy field toward sustainable development goals through innovation. The project supports better governance of innovation policies bridging the transnational governance frameworks active in t...,
keep.eu,https://keep.eu/projects/25082/,2026-06-01T04:42:57.066Z,25082,25082,B-Blue,Building the blue biotechnology community in the Mediterranean,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2020-09-01,2022-09-30,"ENEA - Agence Nationale Italienne pour les Nouvelles Technologies, l'Energie et le Développement Economique Durable (Roma)",Italy,10,Innovation capacity and awareness-raising | Clustering and economic cooperation,"10 partners with proved experience in the Blue Bioeconomy field from 8 Med countries and more than 300 Med stakeholders from universities, research centers, public authorities, business support organizations & Med multilateral organizations, working together for 22 months to cre...",
keep.eu,https://keep.eu/projects/23493/,2026-06-01T04:42:57.066Z,23493,23493,WINTER MED,Winter Islands Network for all year round Tourism ExpeRience in the MEDiterranean,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Association des Municipalités Toscane,Italy,11,Tourism,"WINTER MED promotes the transition from the current overexploitation of insular tourist destinations during the summer to an alternative, sustainable, all-year round use of these territories, by delivering a transnational strategy and the tools for changing and upgrading one of...",
keep.eu,https://keep.eu/projects/23492/,2026-06-01T04:42:57.066Z,23492,23492,POSBEMED2,Governance and management of Posidonia beach- dune systems across the Mediterranean,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Région autonome de Sardaigne - Ministère de l'Environnement - Office de Conservation de la Nature et politiques forestières,Italy,8,"Coastal management and maritime issues | Governance, partnership",The Posbemed 2 project will gather for the first time the key stakeholders involved in coastal management across the Mediterranean to work together in testing actions for a sustainable management of Posidonia landscape and beaches with Posidonia banquettes in Protected Areas(PAs...,
keep.eu,https://keep.eu/projects/23491/,2026-06-01T04:42:57.066Z,23491,23491,BLUEfasma,"Empowering innovation capacity of SMEs, maritime clusters and networks in MED islands and coastal areas to support blue circular economy growth in fishing/aquaculture",2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Universite de Patras - Department of Civil Engineering,Greece,14,Clustering and economic cooperation | SME and entrepreneurship | Agriculture and fisheries and forestry,BLUEfasma integrates and implements Circular Economy(CE) principles in the key blue growth sector of fishing/aquaculture to benefit MED insular/coastal areas in a novel/innovative way. Project team tackles the transnational challenge of continual depletion of natural resources a...,
keep.eu,https://keep.eu/projects/23490/,2026-06-01T04:42:57.066Z,23490,23490,BEST MED,BEYOND EUROPEAN SUSTAINABLE TOURISM MED PATH,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-09-30,El legado andalusi Andalusian Public Foundation,Spain,10,Tourism,"BEST MED contributes to the objective of enhancing MED Governance, being the main challenges seasonality and lack of effective cooperation among main tourism actors, including the citizen active participation on the policies designPartnership of 10 regions and 11 partners, commi...",
keep.eu,https://keep.eu/projects/23489/,2026-06-01T04:42:57.066Z,23489,23489,Social and Creative,Social and creative,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-10-31,"Région des Pouilles - Département du Développement Economique, de l'Innovation, de l'Education, de la Formation et du Travail",Italy,8,Innovation capacity and awareness-raising | Education and training,"The S&C project structures the capitalisation of the results of the former TALIA horizontal project and of the ongoing and past modular projects dealing with creativity and social innovation, financed by the Interreg MED Programme 2014-

2020. The project is structured on three...",
keep.eu,https://keep.eu/projects/23488/,2026-06-01T04:42:57.066Z,23488,23488,SHAREMED,Sharing and enhancing capabilities to address environmental threats in Mediterranean sea,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-09-30,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,Italy,10,"Managing natural and man-made threats, risk management","The need to assess and address the increasing presence of coexisting environmental threats, that propagate in space and time also across political boundaries, calls for a transactional coordinated actions based on evidence-rooted common understanding.SHAREMED will:- engage stake...",
keep.eu,https://keep.eu/projects/23487/,2026-06-01T04:42:57.066Z,23487,23487,Sustainable Tourism,Sustainable Tourism,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-12-31,Diputació de Barcelona,Spain,8,Tourism,"Sustainable Tourism project aims to enhance the development of policies and increase the coordination of strategies between territories at interregional and transnational level regarding the development of a sustainable and responsible coastal and maritime (C&M) tourism, in line...",
keep.eu,https://keep.eu/projects/23486/,2026-06-01T04:42:57.066Z,23486,23486,Psamides,Ports small and medium alliance for sustainable development,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,GECT Pyrenées Mediterranée,France,10,SME and entrepreneurship | Infrastructure,"PSAMIDES links two critical blue growth sectors: Ports and coastal & maritime tourism, which combined represent the 51% of GVA, 69% of jobs and 61% of profits of the total EU blue economy, strongly concentrated in MED area.An important share of MED tourism is channelled through...",
keep.eu,https://keep.eu/projects/23485/,2026-06-01T04:42:57.066Z,23485,23485,SuSTowns,enhancing SUStainable tourism attraction in small fascinating med TOWNS,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Lazio Region Association des Villes et Communes - ANCI Lazio,Italy,10,Tourism,"The charm of the Mediterranean space resides also in the fascinating small towns which have increasingly become tourist destinations for large numbers of visitors, favouring both the development and growth of its territories. Thanks to press campaigns, fashions and youth trends,...",
keep.eu,https://keep.eu/projects/23484/,2026-06-01T04:42:57.066Z,23484,23484,MPA Engage,Engaging Mediterranean key actors in Ecosystem Approach to manage Marine Protected Areas to face Climate change,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,CSIC - Institut des sciences marines,Spain,16,Coastal management and maritime issues | Climate change and biodiversity,"The Mediterranean is being and will be heavily impacted by Climate Change (CC). There is a global (CBD), EU (Directive on Birds/Habitats) and Med (UNEP/MAP, MAPII, MSSD; Barcelona Convention) consensus to strengthen Marine Protected Areas (MPAs) as key tools to prevent further b...",
keep.eu,https://keep.eu/projects/23483/,2026-06-01T04:42:57.066Z,23483,23483,Biodiversity Protection,Mainstreaming biodiversity management efforts for environmental sustainability,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-12-31,Université de Malaga - Centre Thématique Européen,Spain,7,Sustainable management of natural resources | Climate change and biodiversity,"The Med Biodiversity Protection Community/MBPC (""PANACeA2"") is a horizontal project focusing on objective “maintaining biodiversity and natural ecosystems through strengthening the management and networking of protected areas”. It builds on achievements to increase the impact of...",
keep.eu,https://keep.eu/projects/23482/,2026-06-01T04:42:57.066Z,23482,23482,SMARTMED,Empower Mediterranean for SMART Tourism,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-09-01,2022-09-30,"MMinistry of tourism and sport - Republic of Croatia - Sector for strategic planning, digitalization and EU programmes and projects",Croatia,13,Tourism,"SMARTMED will address key MED region challenges in the development of smart, inclusive and sustainable tourism, primarily due to high seasonality and lack of cooperation among key sector stakeholders. The lack of a long-term vision for the destination future and disconnection be...",
keep.eu,https://keep.eu/projects/23481/,2026-06-01T04:42:57.066Z,23481,23481,BLUE DEAL,Blue Energy Deployment Alliance,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,"Université de Sienne - Département de physique, de la terre et sciences de l'environnement",Italy,13,Clustering and economic cooperation,"The MED area will include Blue Energy (BE) in maritime planning and governance, thanks to BLUE DEAL project. Given the early stage of BE technologies, proper information to deliver consistent strategies, plans and regulations in the BE sector are still missing; this often compro...",
keep.eu,https://keep.eu/projects/23480/,2026-06-01T04:42:57.066Z,23480,23480,Green Growth,Green Growth,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-10-31,Fundació Universitària Balmes,Spain,7,Clustering and economic cooperation | SME and entrepreneurship,The Horizontal Project (HP) Green Growth aims to support the Modular Projects (MPs) under the Green Growth thematic of the Interreg MED Programme priority Axis 1 - Innovation. The HP Green Growth will act as a community of projects promoting a sustainable development by fosterin...,
keep.eu,https://keep.eu/projects/23479/,2026-06-01T04:42:57.066Z,23479,23479,Renewable energy,Capitalisation of the RES projects in the MED area,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-11-30,SRC Bistra Ptuj - Centre de recherche scientifique Bistra Ptuj,Slovenia,8,Renewable energy,ENERGY TRANSITION AS A STARTING POINT FOR A RESILIENT TERRITORIAL DEVELOPMENT IN MED AREAClimate Change is one of the most relevant challenges we face globally and especially in the MED Area. Territories will have to establish mechanisms ensuring a more resilient management of t...,
keep.eu,https://keep.eu/projects/23478/,2026-06-01T04:42:57.066Z,23478,23478,BLUE CROWDFUNDING,Capacity Building of BLUE Economy Stakeholders to Effectively use CROWDFUNDING.,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Institute for Comprehensive Development Solutions - eZAVOD,Slovenia,13,Clustering and economic cooperation | SME and entrepreneurship,"Blue economy innovation in Mediterranean could be significantly improved, if more investment funds would be available. One possible solution is use of Crowdfunding (CF) but in MED area knowledge and capacities for CF are still low in comparison to North EU. Project general objec...",
keep.eu,https://keep.eu/projects/23477/,2026-06-01T04:42:57.066Z,23477,23477,Blue Growth,Blue Growth Community - Capitalization & Communication project for Blue Economy Innovation in the Mediterranean,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-11-30,National Inter-University Consortium for Marine Sciences,Italy,7,Clustering and economic cooperation | SME and entrepreneurship,"Interreg Med promotes horizontal projects, which main objective is to ensure the communication/capitalisation activities of modular projects in order to increase their impacts towards common identified targets and “increase the transnational activity of innovative clusters and n...",
keep.eu,https://keep.eu/projects/23476/,2026-06-01T04:42:57.066Z,23476,23476,Efficient Buildings,Efficient Buildings,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-12-31,Ville de Nice,France,8,Construction and renovation | Energy efficiency,"As a MED hub for Energy Efficiency (EE) innovative and shared solutions, the Efficient Buildings Community will anchor a MED community around energy issues that public organisations face in order to promote modular projects’ outcomes and increase their impact on public policies....",
keep.eu,https://keep.eu/projects/23475/,2026-06-01T04:42:57.066Z,23475,23475,INCIRCLE,Support INsular and low density areas in the transition towards a more CIRCuLar tourism Economy,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Area Science Park,Italy,15,Tourism,"Natural resources in vulnerable MED tourist territories, such as islands and scarcely inhabited areas, are at stake. The carrying capacity of such MED destinations is often counterposing interests of tourist stakeholders and local communities. A joint response and a shared metho...",
keep.eu,https://keep.eu/projects/23474/,2026-06-01T04:42:57.066Z,23474,23474,Urban Transports,URBAN TRANSPORTS,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-12-30,Associació MedCities,Spain,7,Urban development | Transport and mobility,"The high-density character of urban areas places acute pressures on transport systems through the sheer volume of movement of goods and people that move through a city, especially, on seasonal demand periods. In addition to strategic planning, however, making urban mobility sust...",
keep.eu,https://keep.eu/projects/23473/,2026-06-01T04:42:57.066Z,23473,23473,TUNE UP,Promoting multilevel governance for tuning up biodiversity protection in marine areas,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,ANATOLIKI S.A. - ORGANISATION POUR LE DÉVELOPPEMENT LOCAL,Greece,13,"Coastal management and maritime issues | Governance, partnership | Climate change and biodiversity","TUNE UP is a multi-module project tackling the need for a strategic and collaborative approach to Med MPAs management and biodiversity protection, by testing and capitalizing a multi-stakeholder/multi-level governance tool based on River/Wetland Contracts experience tested by th...",
keep.eu,https://keep.eu/projects/23472/,2026-06-01T04:42:57.066Z,23472,23472,MED OSMoSIS,Mediterranean governance for Strategic Maritime SurveIllance and Safety issues,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-09-30,Service Spécial des Fonds Structurels de l'Union Européenne au Ministère des Affaires Maritimes et de la Politique Insulaire,Greece,10,"Coastal management and maritime issues | Evaluation systems and results | Governance, partnership","As the MED Program aims to benefit from appropriate tools and mechanism to ease the implementation of better governance and thematic integration in the Mediterranean and contribute to shared operational plans on the overall area in key sectors of maritime surveillance, it is an...",
keep.eu,https://keep.eu/projects/23471/,2026-06-01T04:42:57.066Z,23471,23471,MPA NETWORKS,Support MPAs effectiveness through strong and connected networks in the Mediterranean,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Réseau des Aires Marines Protégées en Méditerranée,France,11,"Coastal management and maritime issues | Governance, partnership | Climate change and biodiversity","Despite the increase of Marine Protected Area (MPAs) coverage in the Mediterranean, the objective of maintaining marine biodiversity is far from being met. MPAs are facing several pressures and still lack human capacity, skills and financial resources. Through strong, active and...",
keep.eu,https://keep.eu/projects/23470/,2026-06-01T04:42:57.066Z,23470,23470,DESTIMED PLUS,Ecotourism in Mediterranean Destinations: From Monitoring and Planning to Promotion and Policy Support,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Regione Lazio - Direction de l Environnement,Italy,14,Tourism,"DestiMED PLUS is the next step on a journey to promote integrated planning in coastal tourism, where regional policymakers apply holistic policies that link tourism with conservation by putting in practice a concrete ICZM approach for ecotourism products in Med Protected Areas (...",
keep.eu,https://keep.eu/projects/23469/,2026-06-01T04:42:57.066Z,23469,23469,LABELSCAPE,Integration of sustainability labels into Mediterranean tourism policies,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2019-11-01,2022-06-30,Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti,Slovenia,10,Tourism,"Due to the growing need for responsible use of natural and cultural resources, increasing competition in tourism sector and changing consumption patterns, Mediterranean destinations are facing:

1) Constant demand to improve the quality of tourism offer.

2) Need to strengthen c...",
keep.eu,https://keep.eu/projects/21420/,2026-06-01T04:42:57.066Z,21420,21420,Chebec,Hacking the Mediterranean economy through the Creative and Cultural sector,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2018-02-01,2020-10-31,ART-ER - S. CONS P.A,Italy,11,Cultural heritage and arts | Clustering and economic cooperation,"Chebec - Hacking the Mediterranean economy through the Creative and Cultural Sector sector is a 30 months project (Module 2) that gathers 10 full and 5 associate partners from France, Italy, Malta, Portugal, Spain and from the Balkans - Bosnia and Herzegovina and Serbia.
Chebec...",
keep.eu,https://keep.eu/projects/21419/,2026-06-01T04:42:57.066Z,21419,21419,SHERPA,SHared knowledge for Energy renovation in buildings by Public Administrations,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2016-11-01,2020-01-31,Government of Catalonia -Department of Territory and Sustainability,Spain,14,Construction and renovation | Energy efficiency,"The main territorial challenge is to accelerate the implementation of EU Directives 2010/31/EU and 2012/27/EU regarding the existing stock of Mediterranean public buildings, given the specific conditions and difficulties related to EEB projects in the MED area and the associated...",
keep.eu,https://keep.eu/projects/21418/,2026-06-01T04:42:57.066Z,21418,21418,MISTRAL,Mediterranean Innovation STRAtegy for transnational activity of clusters and networks of the Blue Growth,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2018-02-01,2022-05-31,"Région Émilie-Romagne - Direction générale de la connaissance, du travail et de l'économie d'entreprise",Italy,16,"Governance, partnership | Clustering and economic cooperation",The current MED area innovation performance in the blue growth (BG) sector is behind the EU average and there is a lack of transnational and transversal cooperation between the different quadruple helix actors in the BG. The aim of MISTRAL is to strenghten a transnational partne...,
